#-----------------------------------------------------------------------
# Use this file to give meaning to your trained ONNX models.
#-----------------------------------------------------------------------
# Desc:
#   
#-----------------------------------------------------------------------
# NOTE:
#   Last 9 floats are X,Y,Z columns defining orientation of DCM.
#-----------------------------------------------------------------------
# Generated in YOLO_MetaInfo.h/.cpp at 2025.Jan.23_18.08.03.6551179.UTC
#-----------------------------------------------------------------------

yolo_image_size,864
yolo_num_classes,65

#yid,oid,fid,x,y,z
0, d_000, ft_0, -0.251598477, 0.0452308655, 0.280283004, 1,0,0,0,1,0,0,0,1
1, d_001, ft_0, -0.242328495, 0.1881385, 0.235231504, 1,0,0,0,1,0,0,0,1
2, d_002, ft_0, -0.261654019, 0.276647508, 0.116372906, 1,0,0,0,1,0,0,0,1
3, d_003, ft_0, -0.246175498, 0.276679993, -0.0396519005, 1,0,0,0,1,0,0,0,1
4, d_004, ft_0, -0.244880497, 0.229799002, -0.187038511, 1,0,0,0,1,0,0,0,1
5, d_005, ft_0, -0.240175009, 0.112817548, -0.261621505, 1,0,0,0,1,0,0,0,1
6, d_006, ft_0, -0.250715494, -0.0437679067, -0.280918509, 1,0,0,0,1,0,0,0,1
7, d_007, ft_0, -0.249397501, -0.190115005, -0.22913751, 1,0,0,0,1,0,0,0,1
8, d_008, ft_0, -0.254461497, -0.266746491, -0.110511653, 1,0,0,0,1,0,0,0,1
9, d_009, ft_0, -0.245560005, -0.271934509, 0.048879642, 1,0,0,0,1,0,0,0,1
10, d_010, ft_0, -0.264541984, -0.242988497, 0.1922815, 1,0,0,0,1,0,0,0,1
11, d_011, ft_0, -0.262225986, -0.1118716, 0.271122009, 1,0,0,0,1,0,0,0,1
12, d_012, ft_0, -0.203166515, 0.1144237, 0.235212505, 1,0,0,0,1,0,0,0,1
13, d_013, ft_0, -0.187505499, 0.1951195, 0.139728308, 1,0,0,0,1,0,0,0,1
14, d_014, ft_0, -0.202861503, 0.24070549, 0.0590342991, 1,0,0,0,1,0,0,0,1
15, d_015, ft_0, -0.176008001, 0.218339995, -0.0341702029, 1,0,0,0,1,0,0,0,1
16, d_016, ft_0, -0.156226993, 0.19452101, -0.105524242, 1,0,0,0,1,0,0,0,1
17, d_017, ft_0, -0.186903, 0.13824451, -0.207634002, 1,0,0,0,1,0,0,0,1
18, d_018, ft_0, -0.19480899, 0.00934794918, -0.239219993, 1,0,0,0,1,0,0,0,1
19, d_019, ft_0, -0.207526997, -0.0372981988, -0.239364505, 1,0,0,0,1,0,0,0,1
20, d_020, ft_0, -0.221209005, -0.117725402, -0.224810004, 1,0,0,0,1,0,0,0,1
21, d_021, ft_0, -0.198033988, -0.163688496, -0.199685991, 1,0,0,0,1,0,0,0,1
22, d_022, ft_0, -0.216253504, -0.215857998, -0.141761854, 1,0,0,0,1,0,0,0,1
23, d_023, ft_0, -0.221439004, -0.243368, -0.0577337742, 1,0,0,0,1,0,0,0,1
24, d_024, ft_0, -0.212039992, -0.248519987, -0.00778199919, 1,0,0,0,1,0,0,0,1
25, d_025, ft_0, -0.219863504, -0.249439001, 0.0881958976, 1,0,0,0,1,0,0,0,1
26, d_026, ft_0, -0.1961115, -0.197751999, 0.159235001, 1,0,0,0,1,0,0,0,1
27, d_027, ft_0, -0.209102497, -0.144780993, 0.218594, 1,0,0,0,1,0,0,0,1
