               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 909,            0.053457,             0.08359,             0.02481,             0.96326,             0.83425,             0.88561,             0.75929,            0.044079,            0.058588,            0.019072,           0.0055054,           0.0055054,           0.0055054
                 910,            0.053489,            0.083459,            0.024832,             0.96314,             0.83425,             0.88563,             0.75936,            0.044075,             0.05859,            0.019072,           0.0055005,           0.0055005,           0.0055005
                 911,              0.0534,            0.083818,            0.024859,             0.96311,             0.83429,             0.88564,             0.75938,            0.044073,            0.058576,            0.019071,           0.0054955,           0.0054955,           0.0054955
                 912,            0.053355,            0.083292,            0.024791,             0.96308,             0.83427,             0.88564,             0.75944,             0.04407,            0.058568,             0.01907,           0.0054905,           0.0054905,           0.0054905
                 913,            0.053604,             0.08502,            0.024875,             0.96256,             0.83459,             0.88561,             0.75952,            0.044066,            0.058542,             0.01907,           0.0054856,           0.0054856,           0.0054856
                 914,            0.053413,            0.083563,             0.02478,             0.96269,             0.83458,             0.88561,             0.75961,            0.044064,             0.05854,            0.019069,           0.0054807,           0.0054807,           0.0054807
                 915,             0.05355,            0.084318,            0.024868,             0.96266,             0.83458,             0.88558,             0.75967,            0.044063,            0.058551,            0.019069,           0.0054757,           0.0054757,           0.0054757
                 916,            0.053393,             0.08321,            0.024756,             0.96272,             0.83453,             0.88556,             0.75969,            0.044064,            0.058548,            0.019068,           0.0054707,           0.0054707,           0.0054707
                 917,            0.053392,            0.083276,            0.024766,             0.96328,             0.83427,             0.88557,             0.75966,            0.044064,            0.058544,            0.019068,           0.0054658,           0.0054658,           0.0054658
                 918,            0.053505,            0.083548,            0.024879,             0.96316,             0.83431,             0.88559,             0.75972,            0.044059,            0.058526,            0.019067,           0.0054608,           0.0054608,           0.0054608
                 919,            0.053433,            0.083266,            0.024797,              0.9632,             0.83436,             0.88562,             0.75972,            0.044057,            0.058519,            0.019067,           0.0054559,           0.0054559,           0.0054559
                 920,            0.053146,            0.082766,            0.024602,             0.96316,             0.83436,             0.88562,             0.75967,            0.044056,            0.058513,            0.019066,            0.005451,            0.005451,            0.005451
                 921,            0.053385,             0.08381,            0.024777,             0.96304,             0.83436,             0.88558,             0.75972,            0.044054,            0.058513,            0.019067,            0.005446,            0.005446,            0.005446
                 922,            0.053461,            0.083627,            0.024812,             0.96263,             0.83467,             0.88557,             0.75968,            0.044055,            0.058509,            0.019066,            0.005441,            0.005441,            0.005441
                 923,            0.053407,            0.084227,            0.024879,              0.9628,             0.83432,              0.8855,              0.7597,            0.044054,             0.05849,            0.019065,           0.0054361,           0.0054361,           0.0054361
                 924,            0.053471,            0.084071,            0.024882,             0.96283,             0.83437,             0.88549,             0.75965,            0.044053,             0.05847,            0.019064,           0.0054312,           0.0054312,           0.0054312
                 925,            0.053562,            0.084527,            0.024857,             0.96278,             0.83446,             0.88549,              0.7596,            0.044053,            0.058472,            0.019064,           0.0054262,           0.0054262,           0.0054262
                 926,            0.053552,            0.083994,            0.024821,             0.96217,             0.83474,             0.88553,             0.75952,            0.044055,            0.058475,            0.019063,           0.0054212,           0.0054212,           0.0054212
                 927,            0.053406,            0.083698,            0.024755,             0.96269,             0.83451,             0.88555,             0.75958,            0.044055,            0.058468,            0.019063,           0.0054163,           0.0054163,           0.0054163
                 928,            0.053226,             0.08358,            0.024662,             0.96211,             0.83478,             0.88556,             0.75963,            0.044048,             0.05843,            0.019062,           0.0054114,           0.0054114,           0.0054114
                 929,            0.053217,             0.08225,            0.024729,               0.962,             0.83478,             0.88557,             0.75967,            0.044043,            0.058422,            0.019062,           0.0054064,           0.0054064,           0.0054064
                 930,            0.053324,            0.083407,            0.024751,             0.96263,             0.83461,             0.88557,             0.75973,            0.044037,            0.058399,            0.019061,           0.0054015,           0.0054015,           0.0054015
                 931,            0.053391,            0.083284,            0.024843,             0.96212,             0.83486,             0.88557,             0.75981,            0.044034,            0.058394,            0.019061,           0.0053965,           0.0053965,           0.0053965
                 932,            0.053571,            0.084502,            0.024927,               0.962,             0.83486,             0.88558,             0.75979,             0.04403,            0.058385,            0.019061,           0.0053915,           0.0053915,           0.0053915
                 933,            0.053272,            0.083936,            0.024705,             0.96208,             0.83489,             0.88561,             0.75987,            0.044027,            0.058391,             0.01906,           0.0053866,           0.0053866,           0.0053866
                 934,             0.05356,            0.084216,            0.024898,             0.96201,             0.83494,             0.88565,              0.7599,            0.044025,            0.058376,             0.01906,           0.0053816,           0.0053816,           0.0053816
                 935,            0.053248,            0.083633,            0.024766,             0.96201,             0.83488,             0.88564,             0.75984,            0.044026,            0.058388,            0.019059,           0.0053767,           0.0053767,           0.0053767
                 936,            0.053454,            0.084275,            0.024836,             0.96199,             0.83481,             0.88565,             0.75984,            0.044022,            0.058367,            0.019058,           0.0053717,           0.0053717,           0.0053717
                 937,             0.05338,            0.083356,            0.024777,             0.96207,             0.83481,             0.88565,             0.75987,             0.04402,            0.058359,            0.019057,           0.0053668,           0.0053668,           0.0053668
                 938,            0.053324,            0.083721,            0.024709,             0.96207,             0.83483,             0.88565,             0.75984,             0.04402,            0.058341,            0.019057,           0.0053619,           0.0053619,           0.0053619
                 939,            0.053389,            0.082978,             0.02473,             0.96245,             0.83453,             0.88566,             0.75986,            0.044017,            0.058322,            0.019056,           0.0053569,           0.0053569,           0.0053569
                 940,            0.053403,            0.083796,            0.024792,             0.96242,             0.83464,             0.88571,             0.75982,            0.044017,            0.058312,            0.019055,            0.005352,            0.005352,            0.005352
                 941,            0.053383,            0.083999,            0.024786,             0.96246,             0.83468,             0.88578,             0.75987,            0.044014,            0.058308,            0.019055,            0.005347,            0.005347,            0.005347
                 942,            0.053367,            0.083231,             0.02479,              0.9625,              0.8347,             0.88578,             0.75987,            0.044012,            0.058289,            0.019055,           0.0053421,           0.0053421,           0.0053421
                 943,            0.053376,            0.083009,            0.024865,              0.9625,              0.8347,             0.88577,             0.75986,            0.044012,            0.058291,            0.019055,           0.0053371,           0.0053371,           0.0053371
                 944,            0.053369,            0.084081,            0.024767,             0.96245,             0.83466,             0.88577,             0.75979,            0.044009,            0.058277,            0.019055,           0.0053321,           0.0053321,           0.0053321
                 945,             0.05341,            0.083311,             0.02475,             0.96228,             0.83473,             0.88575,             0.75979,            0.044009,            0.058275,            0.019054,           0.0053272,           0.0053272,           0.0053272
                 946,            0.053253,            0.083709,             0.02471,              0.9623,             0.83473,             0.88579,             0.75975,             0.04401,             0.05828,            0.019053,           0.0053223,           0.0053223,           0.0053223
                 947,            0.053361,            0.083999,            0.024711,             0.96176,             0.83509,             0.88581,             0.75977,            0.044009,            0.058273,            0.019052,           0.0053173,           0.0053173,           0.0053173
                 948,            0.053181,            0.082641,              0.0247,             0.96163,             0.83509,             0.88581,              0.7598,            0.044009,            0.058258,            0.019051,           0.0053124,           0.0053124,           0.0053124
                 949,            0.053168,            0.082847,            0.024699,             0.96159,             0.83509,             0.88582,             0.75986,            0.044007,             0.05826,            0.019051,           0.0053074,           0.0053074,           0.0053074
                 950,            0.053465,            0.083254,            0.024828,              0.9614,             0.83521,             0.88581,             0.75995,            0.044004,            0.058248,             0.01905,           0.0053025,           0.0053025,           0.0053025
                 951,            0.053334,            0.082586,            0.024777,             0.96131,             0.83522,             0.88581,             0.75989,            0.044004,            0.058254,             0.01905,           0.0052975,           0.0052975,           0.0052975
                 952,            0.053192,            0.083081,             0.02469,             0.96123,             0.83524,             0.88578,             0.75993,            0.044002,            0.058242,             0.01905,           0.0052925,           0.0052925,           0.0052925
                 953,            0.053177,             0.08353,            0.024673,             0.96133,             0.83525,             0.88579,             0.75996,            0.044001,             0.05824,            0.019049,           0.0052876,           0.0052876,           0.0052876
                 954,            0.053405,            0.083427,            0.024815,              0.9612,             0.83526,             0.88577,             0.75996,            0.044003,            0.058233,            0.019049,           0.0052827,           0.0052827,           0.0052827
                 955,            0.053428,            0.083811,            0.024831,             0.96167,             0.83496,             0.88575,              0.7601,            0.043997,             0.05824,            0.019048,           0.0052777,           0.0052777,           0.0052777
                 956,             0.05346,            0.083555,            0.024885,             0.96123,             0.83535,             0.88572,             0.76005,            0.043995,             0.05823,            0.019047,           0.0052727,           0.0052727,           0.0052727
                 957,            0.053541,            0.083575,            0.024845,             0.96133,             0.83536,             0.88576,             0.76016,            0.043994,            0.058221,            0.019047,           0.0052678,           0.0052678,           0.0052678
                 958,            0.053244,            0.083511,            0.024716,             0.96131,             0.83532,             0.88575,             0.76025,            0.043991,            0.058208,            0.019046,           0.0052629,           0.0052629,           0.0052629
                 959,            0.053146,            0.083731,            0.024627,             0.96134,             0.83536,             0.88575,             0.76029,            0.043988,            0.058193,            0.019046,           0.0052579,           0.0052579,           0.0052579
                 960,            0.053376,            0.083364,            0.024783,             0.96142,             0.83538,             0.88577,             0.76041,            0.043989,            0.058202,            0.019045,           0.0052529,           0.0052529,           0.0052529
                 961,            0.053318,            0.083232,            0.024808,             0.96139,             0.83542,             0.88576,             0.76025,            0.043989,              0.0582,            0.019045,            0.005248,            0.005248,            0.005248
                 962,            0.053287,            0.083078,            0.024732,             0.96137,              0.8354,             0.88578,             0.76035,            0.043988,            0.058177,            0.019044,            0.005243,            0.005243,            0.005243
                 963,            0.053382,            0.083622,            0.024829,              0.9614,             0.83529,             0.88577,             0.76037,            0.043988,            0.058184,            0.019043,           0.0052381,           0.0052381,           0.0052381
                 964,             0.05339,            0.083593,            0.024902,             0.96191,             0.83514,              0.8858,             0.76031,            0.043984,            0.058191,            0.019042,           0.0052331,           0.0052331,           0.0052331
                 965,            0.053411,            0.083574,            0.024779,             0.96188,              0.8351,             0.88578,             0.76039,             0.04398,            0.058195,            0.019042,           0.0052282,           0.0052282,           0.0052282
                 966,            0.053278,            0.082738,            0.024728,             0.96191,             0.83512,             0.88578,             0.76049,             0.04398,            0.058197,            0.019042,           0.0052233,           0.0052233,           0.0052233
                 967,            0.053359,            0.083544,            0.024832,              0.9619,             0.83508,             0.88581,             0.76043,            0.043981,            0.058198,             0.01904,           0.0052183,           0.0052183,           0.0052183
                 968,            0.053348,            0.083822,            0.024777,             0.96201,             0.83521,             0.88581,             0.76043,             0.04398,            0.058192,             0.01904,           0.0052134,           0.0052134,           0.0052134
                 969,            0.053383,            0.082774,              0.0248,             0.96258,             0.83487,              0.8858,             0.76044,            0.043977,            0.058185,             0.01904,           0.0052084,           0.0052084,           0.0052084
                 970,            0.053346,            0.082942,            0.024795,             0.96262,             0.83486,             0.88577,             0.76048,            0.043973,            0.058163,            0.019039,           0.0052035,           0.0052035,           0.0052035
                 971,            0.053322,            0.083238,            0.024757,             0.96259,             0.83485,             0.88577,             0.76054,             0.04397,            0.058136,            0.019039,           0.0051985,           0.0051985,           0.0051985
                 972,            0.053065,            0.082634,            0.024599,             0.96258,             0.83488,             0.88583,             0.76061,            0.043967,            0.058137,            0.019039,           0.0051935,           0.0051935,           0.0051935
                 973,            0.053178,            0.082772,            0.024732,             0.96251,             0.83503,             0.88584,             0.76059,            0.043962,            0.058126,            0.019038,           0.0051886,           0.0051886,           0.0051886
                 974,            0.053229,            0.083247,            0.024666,             0.96254,             0.83511,              0.8858,             0.76059,            0.043962,            0.058119,            0.019038,           0.0051837,           0.0051837,           0.0051837
                 975,            0.053192,            0.082945,            0.024727,             0.96303,             0.83481,             0.88587,             0.76056,            0.043961,            0.058097,            0.019037,           0.0051787,           0.0051787,           0.0051787
                 976,            0.053276,            0.083581,              0.0248,             0.96243,              0.8351,             0.88585,             0.76051,             0.04396,            0.058115,            0.019036,           0.0051737,           0.0051737,           0.0051737
                 977,            0.053218,            0.082507,            0.024692,             0.96293,              0.8349,             0.88588,             0.76047,            0.043957,            0.058099,            0.019036,           0.0051688,           0.0051688,           0.0051688
                 978,             0.05322,            0.083033,            0.024685,             0.96304,             0.83487,              0.8859,             0.76049,            0.043954,            0.058097,            0.019036,           0.0051639,           0.0051639,           0.0051639
                 979,            0.053183,            0.082928,            0.024702,             0.96301,             0.83493,             0.88591,             0.76044,            0.043954,            0.058112,            0.019035,           0.0051589,           0.0051589,           0.0051589
                 980,            0.053305,            0.083353,            0.024822,             0.96296,             0.83493,             0.88595,             0.76052,            0.043952,            0.058094,            0.019035,           0.0051539,           0.0051539,           0.0051539
                 981,            0.053381,            0.083491,            0.024812,             0.96296,             0.83488,             0.88591,             0.76056,             0.04395,            0.058089,            0.019034,            0.005149,            0.005149,            0.005149
                 982,            0.053362,            0.083564,            0.024783,             0.96306,             0.83494,             0.88596,             0.76058,            0.043948,            0.058077,            0.019033,           0.0051441,           0.0051441,           0.0051441
                 983,            0.053256,            0.082995,            0.024732,             0.96301,             0.83497,             0.88596,             0.76055,            0.043946,            0.058085,            0.019033,           0.0051391,           0.0051391,           0.0051391
                 984,             0.05327,            0.083357,            0.024778,             0.96303,             0.83495,             0.88597,             0.76055,            0.043947,            0.058105,            0.019033,           0.0051341,           0.0051341,           0.0051341
                 985,            0.053367,            0.083457,            0.024852,             0.96299,             0.83502,             0.88598,             0.76058,            0.043946,            0.058083,            0.019032,           0.0051292,           0.0051292,           0.0051292
                 986,            0.053216,            0.083373,            0.024665,             0.96301,             0.83505,             0.88598,             0.76054,            0.043944,            0.058083,            0.019031,           0.0051243,           0.0051243,           0.0051243
                 987,            0.053371,            0.083314,            0.024743,             0.96295,             0.83499,             0.88599,             0.76054,            0.043943,            0.058076,            0.019031,           0.0051193,           0.0051193,           0.0051193
                 988,             0.05326,            0.082954,            0.024836,             0.96297,             0.83503,             0.88601,             0.76059,            0.043939,            0.058057,             0.01903,           0.0051144,           0.0051144,           0.0051144
                 989,            0.053077,            0.082061,            0.024604,             0.96303,               0.835,             0.88603,             0.76066,            0.043939,            0.058061,             0.01903,           0.0051094,           0.0051094,           0.0051094
                 990,            0.053118,            0.082081,            0.024678,             0.96296,             0.83506,             0.88602,              0.7606,            0.043943,            0.058071,            0.019029,           0.0051045,           0.0051045,           0.0051045
                 991,            0.053252,            0.083464,            0.024678,             0.96294,             0.83503,             0.88601,             0.76065,            0.043941,            0.058047,            0.019029,           0.0050995,           0.0050995,           0.0050995
                 992,             0.05333,            0.082788,            0.024735,             0.96297,             0.83507,               0.886,             0.76066,            0.043942,             0.05807,            0.019029,           0.0050945,           0.0050945,           0.0050945
                 993,            0.053111,            0.082316,            0.024644,             0.96282,             0.83507,             0.88603,             0.76074,             0.04394,             0.05806,            0.019028,           0.0050896,           0.0050896,           0.0050896
                 994,            0.053184,            0.083256,            0.024703,             0.96274,              0.8351,             0.88601,             0.76064,            0.043942,            0.058062,            0.019027,           0.0050847,           0.0050847,           0.0050847
                 995,            0.053198,            0.083116,            0.024698,             0.96275,              0.8352,             0.88605,             0.76075,            0.043944,            0.058066,            0.019027,           0.0050797,           0.0050797,           0.0050797
                 996,            0.053174,            0.083028,            0.024653,             0.96269,             0.83513,             0.88604,             0.76081,            0.043945,            0.058057,            0.019026,           0.0050747,           0.0050747,           0.0050747
                 997,            0.053055,            0.082012,            0.024668,             0.96258,             0.83521,             0.88605,              0.7609,            0.043942,            0.058045,            0.019026,           0.0050698,           0.0050698,           0.0050698
                 998,            0.053234,            0.083778,            0.024704,             0.96262,             0.83528,             0.88603,             0.76093,            0.043943,            0.058053,            0.019025,           0.0050649,           0.0050649,           0.0050649
                 999,            0.053016,            0.083268,            0.024552,             0.96263,             0.83516,             0.88599,             0.76103,             0.04394,            0.058046,            0.019024,           0.0050599,           0.0050599,           0.0050599
                1000,            0.053045,            0.082276,            0.024662,             0.96277,             0.83516,             0.88603,             0.76112,            0.043936,            0.058039,            0.019023,           0.0050549,           0.0050549,           0.0050549
                1001,            0.053189,            0.082325,             0.02477,             0.96263,             0.83528,             0.88609,             0.76111,            0.043934,            0.058035,            0.019022,             0.00505,             0.00505,             0.00505
                1002,            0.053212,            0.082742,            0.024674,             0.96256,             0.83525,             0.88605,             0.76112,            0.043935,            0.058027,            0.019022,            0.005045,            0.005045,            0.005045
                1003,            0.053147,            0.082451,            0.024677,             0.96253,             0.83535,             0.88607,             0.76112,            0.043934,            0.058041,            0.019021,           0.0050401,           0.0050401,           0.0050401
                1004,            0.053289,            0.083363,              0.0248,             0.96247,              0.8354,             0.88607,             0.76107,            0.043935,            0.058024,             0.01902,           0.0050352,           0.0050352,           0.0050352
                1005,            0.053076,            0.082569,            0.024605,             0.96257,             0.83546,             0.88609,             0.76108,            0.043934,            0.058015,             0.01902,           0.0050302,           0.0050302,           0.0050302
                1006,            0.053073,            0.082481,            0.024609,             0.96252,             0.83552,             0.88609,              0.7611,            0.043932,            0.058015,            0.019019,           0.0050253,           0.0050253,           0.0050253
                1007,            0.053182,            0.082759,            0.024695,             0.96244,             0.83557,             0.88607,             0.76114,            0.043932,             0.05799,            0.019019,           0.0050203,           0.0050203,           0.0050203
                1008,            0.053169,            0.083246,             0.02468,             0.96244,             0.83559,             0.88605,             0.76106,            0.043933,            0.057996,            0.019018,           0.0050154,           0.0050154,           0.0050154
                1009,            0.053189,            0.082786,            0.024675,             0.96237,             0.83557,             0.88607,             0.76111,             0.04393,            0.057984,            0.019018,           0.0050104,           0.0050104,           0.0050104
                1010,            0.053095,            0.082645,            0.024659,             0.96279,              0.8353,             0.88608,             0.76112,            0.043929,            0.057977,            0.019018,           0.0050055,           0.0050055,           0.0050055
                1011,            0.053264,            0.082924,            0.024762,             0.96274,              0.8354,             0.88608,             0.76118,            0.043927,             0.05796,            0.019017,           0.0050005,           0.0050005,           0.0050005
                1012,            0.053014,            0.082588,            0.024646,             0.96278,             0.83541,             0.88616,             0.76097,            0.043931,             0.05797,            0.019016,           0.0049956,           0.0049956,           0.0049956
                1013,             0.05315,             0.08305,            0.024708,             0.96273,             0.83538,             0.88616,             0.76103,            0.043931,            0.057971,            0.019016,           0.0049906,           0.0049906,           0.0049906
                1014,            0.053149,            0.081969,            0.024689,             0.96325,             0.83506,             0.88612,             0.76101,             0.04393,            0.057972,            0.019016,           0.0049857,           0.0049857,           0.0049857
                1015,            0.053135,            0.082476,            0.024613,             0.96331,             0.83508,             0.88614,             0.76102,            0.043931,            0.057974,            0.019015,           0.0049807,           0.0049807,           0.0049807
                1016,            0.053084,            0.082342,            0.024786,             0.96324,             0.83509,             0.88616,             0.76101,            0.043932,            0.057965,            0.019015,           0.0049758,           0.0049758,           0.0049758
                1017,            0.053209,            0.082757,            0.024709,             0.96332,             0.83501,             0.88612,             0.76103,            0.043927,            0.057949,            0.019015,           0.0049708,           0.0049708,           0.0049708
                1018,             0.05318,            0.083117,            0.024737,             0.96337,             0.83505,             0.88611,             0.76115,            0.043926,             0.05795,            0.019014,           0.0049659,           0.0049659,           0.0049659
                1019,            0.053084,            0.083285,            0.024652,             0.96394,             0.83481,             0.88609,             0.76125,            0.043922,             0.05792,            0.019013,           0.0049609,           0.0049609,           0.0049609
                1020,             0.05318,            0.082826,             0.02469,             0.96394,             0.83479,             0.88609,             0.76129,            0.043915,            0.057904,            0.019012,            0.004956,            0.004956,            0.004956
                1021,            0.053289,            0.083649,             0.02471,             0.96391,             0.83483,             0.88605,              0.7613,            0.043916,            0.057924,            0.019012,            0.004951,            0.004951,            0.004951
                1022,            0.053052,            0.082655,            0.024632,             0.96393,             0.83474,             0.88609,             0.76138,            0.043913,            0.057908,            0.019011,           0.0049461,           0.0049461,           0.0049461
                1023,            0.053091,            0.082361,            0.024632,             0.96381,             0.83476,             0.88609,             0.76137,             0.04391,            0.057905,             0.01901,           0.0049411,           0.0049411,           0.0049411
                1024,            0.053096,            0.083777,            0.024683,             0.96379,             0.83477,             0.88607,             0.76138,             0.04391,            0.057893,             0.01901,           0.0049362,           0.0049362,           0.0049362
                1025,            0.053148,            0.082572,            0.024731,             0.96388,              0.8348,             0.88607,             0.76135,            0.043914,            0.057919,            0.019009,           0.0049312,           0.0049312,           0.0049312
                1026,            0.052944,            0.082008,            0.024585,             0.96428,             0.83461,             0.88601,             0.76136,            0.043914,            0.057902,            0.019009,           0.0049263,           0.0049263,           0.0049263
                1027,            0.053091,            0.082153,            0.024707,             0.96434,             0.83461,             0.88606,             0.76137,            0.043916,            0.057917,            0.019008,           0.0049213,           0.0049213,           0.0049213
                1028,            0.053063,            0.082725,            0.024609,             0.96435,             0.83454,             0.88606,              0.7613,            0.043917,            0.057932,            0.019007,           0.0049164,           0.0049164,           0.0049164
                1029,            0.053185,            0.082363,            0.024712,             0.96417,             0.83451,             0.88603,             0.76146,            0.043914,            0.057924,            0.019007,           0.0049114,           0.0049114,           0.0049114
                1030,            0.052984,            0.083251,            0.024526,             0.96412,             0.83454,             0.88604,             0.76149,            0.043911,            0.057908,            0.019006,           0.0049065,           0.0049065,           0.0049065
                1031,            0.053059,            0.082381,            0.024559,             0.96399,              0.8346,             0.88601,             0.76148,            0.043908,            0.057905,            0.019005,           0.0049015,           0.0049015,           0.0049015
                1032,            0.053243,            0.082485,            0.024769,             0.96396,             0.83459,             0.88601,             0.76151,            0.043908,              0.0579,            0.019005,           0.0048966,           0.0048966,           0.0048966
                1033,            0.053067,             0.08279,             0.02464,             0.96389,             0.83468,             0.88604,             0.76155,            0.043905,            0.057882,            0.019005,           0.0048916,           0.0048916,           0.0048916
                1034,            0.052878,             0.08201,            0.024514,             0.96382,             0.83472,             0.88606,             0.76157,            0.043905,            0.057887,            0.019003,           0.0048867,           0.0048867,           0.0048867
                1035,            0.053106,            0.083273,            0.024661,             0.96377,             0.83476,             0.88608,             0.76162,            0.043902,            0.057875,            0.019003,           0.0048817,           0.0048817,           0.0048817
                1036,            0.053156,            0.082668,            0.024656,             0.96365,             0.83482,             0.88606,              0.7616,            0.043903,            0.057883,            0.019003,           0.0048768,           0.0048768,           0.0048768
                1037,             0.05314,            0.081975,            0.024752,             0.96351,              0.8349,             0.88608,             0.76159,            0.043903,            0.057873,            0.019002,           0.0048718,           0.0048718,           0.0048718
                1038,            0.053074,            0.082547,            0.024684,             0.96344,             0.83482,             0.88604,             0.76157,            0.043902,            0.057861,            0.019001,           0.0048669,           0.0048669,           0.0048669
                1039,            0.053085,            0.082723,            0.024694,             0.96357,             0.83484,             0.88605,             0.76161,              0.0439,            0.057855,               0.019,           0.0048619,           0.0048619,           0.0048619
                1040,            0.053134,            0.082671,            0.024711,             0.96345,             0.83479,             0.88609,             0.76159,              0.0439,            0.057836,               0.019,            0.004857,            0.004857,            0.004857
                1041,            0.053192,            0.083961,            0.024703,             0.96346,             0.83479,             0.88605,             0.76174,            0.043896,            0.057828,            0.018999,            0.004852,            0.004852,            0.004852
                1042,            0.052943,            0.082505,            0.024572,             0.96347,             0.83484,             0.88603,             0.76175,            0.043895,            0.057832,            0.018999,           0.0048471,           0.0048471,           0.0048471
                1043,            0.053067,            0.082679,            0.024634,              0.9634,             0.83481,             0.88602,             0.76178,            0.043892,            0.057817,            0.018998,           0.0048421,           0.0048421,           0.0048421
                1044,            0.053017,            0.082586,            0.024582,             0.96286,             0.83511,             0.88601,             0.76174,            0.043891,            0.057824,            0.018997,           0.0048372,           0.0048372,           0.0048372
                1045,            0.053024,            0.082738,            0.024619,             0.96338,             0.83484,               0.886,             0.76177,             0.04389,            0.057814,            0.018997,           0.0048322,           0.0048322,           0.0048322
                1046,            0.052961,            0.081572,            0.024577,             0.96297,             0.83504,             0.88599,             0.76183,            0.043887,            0.057801,            0.018996,           0.0048272,           0.0048272,           0.0048272
                1047,            0.053067,            0.082787,            0.024697,             0.96304,             0.83511,             0.88593,             0.76186,            0.043885,            0.057784,            0.018995,           0.0048223,           0.0048223,           0.0048223
                1048,            0.053097,            0.082368,            0.024703,               0.963,             0.83509,             0.88589,             0.76192,            0.043882,            0.057766,            0.018995,           0.0048174,           0.0048174,           0.0048174
                1049,             0.05308,            0.082245,            0.024599,             0.96296,             0.83513,             0.88591,             0.76201,             0.04388,            0.057753,            0.018994,           0.0048124,           0.0048124,           0.0048124
                1050,            0.052946,            0.082183,            0.024568,             0.96312,             0.83511,             0.88593,             0.76203,            0.043881,            0.057749,            0.018993,           0.0048075,           0.0048075,           0.0048075
                1051,            0.053032,            0.081977,            0.024668,             0.96361,             0.83478,             0.88595,             0.76201,            0.043879,             0.05774,            0.018993,           0.0048025,           0.0048025,           0.0048025
                1052,            0.052888,            0.082087,            0.024539,              0.9637,             0.83486,             0.88598,             0.76208,            0.043877,            0.057729,            0.018992,           0.0047976,           0.0047976,           0.0047976
                1053,            0.053021,            0.082533,            0.024618,             0.96357,             0.83495,               0.886,             0.76216,            0.043876,            0.057709,            0.018991,           0.0047926,           0.0047926,           0.0047926
                1054,             0.05313,            0.082662,            0.024685,             0.96349,             0.83505,             0.88602,             0.76219,            0.043874,            0.057692,            0.018991,           0.0047877,           0.0047877,           0.0047877
                1055,            0.053132,            0.082255,            0.024696,             0.96353,             0.83504,             0.88601,             0.76217,            0.043875,            0.057702,            0.018991,           0.0047827,           0.0047827,           0.0047827
                1056,            0.052982,            0.082734,            0.024546,             0.96345,             0.83503,               0.886,              0.7622,            0.043875,            0.057697,            0.018991,           0.0047778,           0.0047778,           0.0047778
                1057,            0.052971,            0.082028,            0.024638,              0.9636,             0.83502,             0.88604,             0.76225,            0.043872,            0.057688,             0.01899,           0.0047728,           0.0047728,           0.0047728
                1058,            0.053097,            0.082812,            0.024694,             0.96348,             0.83502,             0.88604,             0.76216,            0.043874,            0.057693,            0.018991,           0.0047679,           0.0047679,           0.0047679
                1059,            0.053156,            0.082901,            0.024764,             0.96338,               0.835,             0.88605,             0.76225,            0.043872,             0.05767,             0.01899,           0.0047629,           0.0047629,           0.0047629
                1060,            0.053096,            0.082702,            0.024694,             0.96352,             0.83505,             0.88605,             0.76225,            0.043872,            0.057674,            0.018989,            0.004758,            0.004758,            0.004758
                1061,            0.053067,             0.08258,            0.024655,             0.96348,             0.83509,             0.88604,             0.76237,            0.043869,            0.057671,            0.018989,            0.004753,            0.004753,            0.004753
                1062,            0.053127,             0.08231,            0.024737,             0.96351,             0.83506,             0.88606,             0.76231,            0.043866,            0.057663,            0.018988,           0.0047481,           0.0047481,           0.0047481
