               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 422,            0.054939,            0.088439,            0.025431,             0.95642,             0.83053,              0.8823,             0.74094,            0.044901,            0.061869,            0.019476,           0.0079161,           0.0079161,           0.0079161
                 423,            0.055011,              0.0884,            0.025439,             0.95639,             0.83061,             0.88232,             0.74098,            0.044897,            0.061851,            0.019475,           0.0079111,           0.0079111,           0.0079111
                 424,            0.055084,            0.088574,            0.025472,             0.95643,             0.83073,             0.88227,             0.74108,            0.044891,             0.06183,            0.019473,           0.0079061,           0.0079061,           0.0079061
                 425,            0.055065,            0.088323,            0.025537,             0.95631,             0.83073,             0.88229,             0.74115,            0.044886,            0.061804,            0.019471,           0.0079012,           0.0079012,           0.0079012
                 426,            0.055007,            0.088491,            0.025459,             0.95618,             0.83075,             0.88225,             0.74115,            0.044883,            0.061803,            0.019469,           0.0078963,           0.0078963,           0.0078963
                 427,            0.055007,             0.08814,            0.025502,             0.95613,             0.83079,              0.8823,             0.74123,            0.044878,            0.061783,            0.019467,           0.0078913,           0.0078913,           0.0078913
                 428,            0.055059,            0.087973,            0.025493,             0.95601,             0.83088,             0.88227,              0.7413,            0.044873,            0.061761,            0.019466,           0.0078864,           0.0078864,           0.0078864
                 429,            0.055201,            0.089423,            0.025544,              0.9566,             0.83059,             0.88225,             0.74125,            0.044871,            0.061747,            0.019464,           0.0078814,           0.0078814,           0.0078814
                 430,            0.055115,            0.089104,            0.025448,             0.95648,             0.83062,             0.88227,             0.74137,            0.044866,            0.061737,            0.019462,           0.0078765,           0.0078765,           0.0078765
                 431,            0.054968,            0.087993,            0.025464,             0.95635,             0.83066,             0.88229,             0.74145,            0.044861,            0.061702,             0.01946,           0.0078715,           0.0078715,           0.0078715
                 432,            0.055064,            0.088653,             0.02553,             0.95618,             0.83071,             0.88226,             0.74149,            0.044857,            0.061678,            0.019458,           0.0078665,           0.0078665,           0.0078665
                 433,             0.05506,            0.089289,            0.025548,             0.95624,             0.83068,             0.88224,             0.74159,            0.044854,            0.061672,            0.019457,           0.0078616,           0.0078616,           0.0078616
                 434,            0.055078,            0.088811,             0.02542,              0.9562,             0.83072,             0.88225,             0.74165,             0.04485,            0.061664,            0.019455,           0.0078566,           0.0078566,           0.0078566
                 435,            0.055158,             0.08854,            0.025541,             0.95613,             0.83069,             0.88227,             0.74181,            0.044846,            0.061644,            0.019454,           0.0078517,           0.0078517,           0.0078517
                 436,            0.055128,            0.088641,              0.0256,             0.95604,             0.83075,             0.88225,             0.74186,            0.044841,            0.061624,            0.019452,           0.0078467,           0.0078467,           0.0078467
                 437,            0.055154,            0.089063,            0.025509,             0.95662,             0.83046,             0.88228,             0.74194,            0.044839,            0.061616,            0.019451,           0.0078418,           0.0078418,           0.0078418
                 438,            0.055138,            0.088301,             0.02553,             0.95655,             0.83046,             0.88229,             0.74206,            0.044836,             0.06161,            0.019449,           0.0078368,           0.0078368,           0.0078368
                 439,            0.055034,            0.088466,            0.025507,             0.95658,             0.83051,             0.88229,             0.74208,            0.044833,            0.061603,            0.019448,           0.0078319,           0.0078319,           0.0078319
                 440,            0.055225,            0.088931,            0.025572,             0.95651,             0.83049,             0.88228,             0.74207,            0.044829,             0.06159,            0.019446,           0.0078269,           0.0078269,           0.0078269
                 441,             0.05504,            0.088554,            0.025514,             0.95639,             0.83055,             0.88231,             0.74219,            0.044826,            0.061573,            0.019445,            0.007822,            0.007822,            0.007822
                 442,            0.055051,            0.088413,            0.025473,             0.95645,             0.83064,              0.8823,             0.74231,            0.044824,            0.061562,            0.019444,           0.0078171,           0.0078171,           0.0078171
                 443,            0.055099,            0.088438,             0.02547,             0.95689,             0.83033,             0.88227,             0.74232,             0.04482,             0.06155,            0.019443,           0.0078121,           0.0078121,           0.0078121
                 444,            0.054948,            0.088367,            0.025377,             0.95679,             0.83041,              0.8823,             0.74232,            0.044816,            0.061531,            0.019441,           0.0078071,           0.0078071,           0.0078071
                 445,            0.054934,            0.088567,            0.025445,             0.95673,             0.83041,              0.8823,             0.74235,            0.044814,             0.06152,             0.01944,           0.0078022,           0.0078022,           0.0078022
                 446,            0.055027,            0.087429,            0.025474,             0.95671,             0.83046,             0.88225,             0.74237,            0.044809,            0.061503,            0.019438,           0.0077973,           0.0077973,           0.0077973
                 447,            0.054994,            0.088019,            0.025457,             0.95668,             0.83047,             0.88228,              0.7424,            0.044807,            0.061476,            0.019437,           0.0077923,           0.0077923,           0.0077923
                 448,            0.054978,            0.088827,            0.025479,              0.9566,             0.83051,              0.8823,             0.74235,            0.044806,            0.061473,            0.019435,           0.0077873,           0.0077873,           0.0077873
                 449,            0.055168,            0.089465,            0.025501,              0.9566,             0.83051,             0.88232,              0.7423,            0.044805,            0.061473,            0.019434,           0.0077824,           0.0077824,           0.0077824
                 450,            0.054979,            0.087961,            0.025506,             0.95666,             0.83054,             0.88234,             0.74233,            0.044803,            0.061469,            0.019433,           0.0077774,           0.0077774,           0.0077774
                 451,            0.054981,            0.088151,            0.025469,              0.9565,             0.83046,             0.88234,             0.74236,            0.044802,            0.061471,            0.019432,           0.0077725,           0.0077725,           0.0077725
                 452,             0.05503,            0.089334,            0.025507,             0.95647,             0.83047,             0.88232,             0.74239,            0.044802,            0.061478,             0.01943,           0.0077675,           0.0077675,           0.0077675
                 453,            0.055114,            0.088352,            0.025542,             0.95633,             0.83045,             0.88225,             0.74238,            0.044801,            0.061476,            0.019429,           0.0077626,           0.0077626,           0.0077626
                 454,            0.054993,            0.088632,            0.025448,             0.95672,             0.83028,             0.88225,             0.74244,              0.0448,            0.061463,            0.019427,           0.0077576,           0.0077576,           0.0077576
                 455,            0.054954,            0.089141,            0.025463,             0.95655,              0.8303,             0.88225,             0.74246,            0.044797,            0.061458,            0.019425,           0.0077527,           0.0077527,           0.0077527
                 456,            0.055104,             0.08886,            0.025531,             0.95655,             0.83042,             0.88231,             0.74248,            0.044796,            0.061444,            0.019424,           0.0077478,           0.0077478,           0.0077478
                 457,            0.055005,            0.088424,            0.025503,             0.95637,             0.83042,             0.88231,             0.74257,            0.044793,            0.061436,            0.019423,           0.0077428,           0.0077428,           0.0077428
                 458,            0.055095,            0.089545,             0.02553,             0.95642,             0.83052,             0.88236,             0.74265,            0.044793,            0.061422,            0.019422,           0.0077378,           0.0077378,           0.0077378
                 459,            0.055161,            0.088689,            0.025557,             0.95639,             0.83049,             0.88231,             0.74256,            0.044793,            0.061421,            0.019421,           0.0077329,           0.0077329,           0.0077329
                 460,            0.055001,            0.088619,            0.025393,             0.95627,             0.83058,             0.88233,             0.74261,            0.044789,            0.061412,            0.019419,           0.0077279,           0.0077279,           0.0077279
                 461,            0.054687,            0.087953,            0.025278,             0.95624,             0.83062,             0.88233,             0.74268,            0.044787,            0.061407,            0.019418,            0.007723,            0.007723,            0.007723
                 462,            0.054888,            0.088297,            0.025441,              0.9561,              0.8306,             0.88231,             0.74265,            0.044782,            0.061384,            0.019417,            0.007718,            0.007718,            0.007718
                 463,            0.055151,            0.088697,             0.02553,             0.95671,             0.83031,             0.88232,             0.74273,            0.044777,            0.061366,            0.019416,           0.0077131,           0.0077131,           0.0077131
                 464,            0.054998,             0.08872,            0.025544,             0.95663,             0.83039,              0.8823,             0.74283,            0.044776,            0.061366,            0.019415,           0.0077081,           0.0077081,           0.0077081
                 465,             0.05489,            0.087976,            0.025355,             0.95668,             0.83051,             0.88234,             0.74293,            0.044774,            0.061359,            0.019413,           0.0077032,           0.0077032,           0.0077032
                 466,            0.055116,            0.088342,            0.025538,             0.95659,             0.83051,             0.88231,             0.74293,            0.044772,            0.061343,            0.019412,           0.0076983,           0.0076983,           0.0076983
                 467,            0.054842,            0.087703,            0.025295,             0.95658,             0.83055,             0.88235,             0.74304,            0.044769,            0.061328,             0.01941,           0.0076933,           0.0076933,           0.0076933
                 468,            0.054972,            0.088136,             0.02547,             0.95709,             0.83027,             0.88241,             0.74325,            0.044767,            0.061334,            0.019409,           0.0076883,           0.0076883,           0.0076883
                 469,             0.05484,            0.087609,             0.02546,             0.95695,             0.83031,             0.88234,             0.74324,            0.044764,            0.061323,            0.019408,           0.0076834,           0.0076834,           0.0076834
                 470,            0.054892,            0.088419,            0.025479,             0.95682,             0.83036,             0.88237,             0.74326,            0.044763,            0.061311,            0.019407,           0.0076785,           0.0076785,           0.0076785
                 471,            0.054955,            0.088697,            0.025464,             0.95639,             0.83077,             0.88241,             0.74336,            0.044764,            0.061309,            0.019405,           0.0076735,           0.0076735,           0.0076735
                 472,            0.054811,            0.087365,             0.02528,             0.95703,             0.83054,             0.88244,             0.74341,            0.044762,            0.061306,            0.019404,           0.0076685,           0.0076685,           0.0076685
                 473,             0.05478,            0.087171,            0.025328,             0.95707,             0.83056,             0.88245,             0.74348,             0.04476,            0.061291,            0.019403,           0.0076636,           0.0076636,           0.0076636
                 474,            0.054959,            0.088574,            0.025435,             0.95695,             0.83063,             0.88247,             0.74361,            0.044759,            0.061281,            0.019402,           0.0076587,           0.0076587,           0.0076587
                 475,            0.054905,            0.087091,            0.025403,             0.95683,              0.8306,             0.88244,             0.74381,            0.044755,            0.061287,            0.019401,           0.0076537,           0.0076537,           0.0076537
                 476,            0.054938,            0.088068,            0.025424,              0.9568,             0.83062,             0.88247,             0.74386,            0.044752,            0.061277,              0.0194,           0.0076488,           0.0076488,           0.0076488
                 477,            0.054962,            0.088319,            0.025549,             0.95667,             0.83067,             0.88251,             0.74396,            0.044751,            0.061273,            0.019399,           0.0076438,           0.0076438,           0.0076438
                 478,            0.054979,            0.088405,            0.025477,             0.95667,             0.83082,             0.88253,             0.74411,            0.044746,            0.061265,            0.019398,           0.0076389,           0.0076389,           0.0076389
                 479,            0.055009,            0.088283,             0.02555,             0.95674,             0.83081,             0.88257,             0.74415,            0.044745,            0.061263,            0.019396,           0.0076339,           0.0076339,           0.0076339
                 480,            0.054954,            0.088214,            0.025459,              0.9566,             0.83094,             0.88255,             0.74414,            0.044744,            0.061264,            0.019395,           0.0076289,           0.0076289,           0.0076289
                 481,            0.054835,            0.088333,            0.025419,             0.95652,             0.83095,             0.88259,             0.74415,            0.044739,             0.06125,            0.019394,            0.007624,            0.007624,            0.007624
                 482,            0.054963,            0.087733,            0.025448,             0.95646,             0.83103,             0.88259,             0.74429,            0.044733,            0.061229,            0.019392,           0.0076191,           0.0076191,           0.0076191
                 483,            0.054881,            0.087897,            0.025348,             0.95657,             0.83111,             0.88263,             0.74435,            0.044729,            0.061222,            0.019391,           0.0076141,           0.0076141,           0.0076141
                 484,            0.054969,            0.088141,            0.025464,             0.95708,             0.83092,             0.88268,             0.74445,            0.044726,            0.061205,             0.01939,           0.0076092,           0.0076092,           0.0076092
                 485,            0.054924,             0.08712,            0.025466,             0.95712,             0.83095,              0.8827,              0.7445,             0.04472,            0.061195,            0.019388,           0.0076042,           0.0076042,           0.0076042
                 486,            0.054905,             0.08863,            0.025455,             0.95704,             0.83103,             0.88272,             0.74456,            0.044717,            0.061188,            0.019386,           0.0075993,           0.0075993,           0.0075993
                 487,            0.054862,            0.088758,            0.025395,             0.95696,             0.83113,             0.88268,             0.74459,            0.044715,            0.061193,            0.019384,           0.0075943,           0.0075943,           0.0075943
                 488,            0.054798,            0.088774,            0.025287,             0.95694,             0.83114,             0.88271,             0.74462,            0.044713,            0.061201,            0.019384,           0.0075893,           0.0075893,           0.0075893
                 489,            0.054746,            0.088281,            0.025313,             0.95695,             0.83117,             0.88271,             0.74469,             0.04471,            0.061197,            0.019383,           0.0075844,           0.0075844,           0.0075844
                 490,            0.054847,            0.087979,            0.025473,               0.957,             0.83117,             0.88276,             0.74475,            0.044704,              0.0612,            0.019381,           0.0075795,           0.0075795,           0.0075795
                 491,            0.054914,            0.088735,            0.025375,             0.95696,             0.83132,             0.88275,             0.74484,            0.044704,            0.061199,             0.01938,           0.0075745,           0.0075745,           0.0075745
                 492,            0.054787,            0.087629,             0.02539,             0.95688,             0.83133,             0.88275,             0.74493,            0.044701,            0.061167,            0.019379,           0.0075695,           0.0075695,           0.0075695
                 493,            0.054729,            0.087498,            0.025303,             0.95674,             0.83124,             0.88272,             0.74497,            0.044696,            0.061164,            0.019377,           0.0075646,           0.0075646,           0.0075646
                 494,            0.054844,            0.088426,             0.02535,             0.95672,             0.83128,             0.88282,             0.74506,            0.044692,            0.061161,            0.019377,           0.0075597,           0.0075597,           0.0075597
                 495,            0.054778,             0.08818,            0.025444,             0.95664,             0.83138,             0.88286,             0.74508,            0.044691,            0.061148,            0.019376,           0.0075547,           0.0075547,           0.0075547
                 496,            0.054857,            0.087895,            0.025408,             0.95667,             0.83145,             0.88287,             0.74509,            0.044689,            0.061147,            0.019375,           0.0075498,           0.0075498,           0.0075498
                 497,            0.054937,            0.088787,            0.025479,             0.95666,             0.83143,              0.8829,             0.74512,            0.044688,            0.061132,            0.019374,           0.0075448,           0.0075448,           0.0075448
                 498,            0.054799,            0.088863,            0.025394,             0.95669,             0.83157,             0.88293,              0.7451,            0.044687,            0.061133,            0.019373,           0.0075399,           0.0075399,           0.0075399
                 499,            0.054967,            0.088301,            0.025523,             0.95663,             0.83164,             0.88293,             0.74515,            0.044685,            0.061126,            0.019372,           0.0075349,           0.0075349,           0.0075349
                 500,            0.054924,            0.087851,            0.025468,             0.95658,             0.83169,             0.88297,             0.74521,            0.044684,            0.061125,            0.019371,           0.0075299,           0.0075299,           0.0075299
                 501,            0.054867,            0.088145,            0.025401,             0.95658,             0.83174,               0.883,             0.74517,            0.044683,            0.061113,             0.01937,            0.007525,            0.007525,            0.007525
                 502,            0.054867,            0.087873,              0.0254,             0.95664,             0.83177,             0.88299,             0.74524,            0.044681,            0.061113,            0.019369,           0.0075201,           0.0075201,           0.0075201
                 503,            0.054794,            0.087496,             0.02537,             0.95665,             0.83183,             0.88305,             0.74522,            0.044682,            0.061128,            0.019368,           0.0075151,           0.0075151,           0.0075151
                 504,            0.054789,            0.088001,            0.025413,             0.95659,             0.83189,             0.88306,             0.74537,             0.04468,            0.061101,            0.019367,           0.0075102,           0.0075102,           0.0075102
                 505,            0.054781,             0.08773,            0.025365,             0.95661,             0.83196,             0.88297,             0.74537,            0.044679,            0.061115,            0.019366,           0.0075052,           0.0075052,           0.0075052
                 506,            0.054839,            0.087622,            0.025428,             0.95658,             0.83201,             0.88301,              0.7454,            0.044679,            0.061108,            0.019365,           0.0075003,           0.0075003,           0.0075003
                 507,            0.054807,            0.086603,              0.0254,             0.95646,              0.8321,             0.88301,              0.7454,            0.044676,            0.061091,            0.019364,           0.0074953,           0.0074953,           0.0074953
                 508,            0.054768,            0.087535,            0.025395,             0.95644,             0.83211,             0.88305,             0.74545,            0.044676,            0.061082,            0.019363,           0.0074903,           0.0074903,           0.0074903
                 509,            0.054784,            0.088237,            0.025293,             0.95632,             0.83224,             0.88309,             0.74545,            0.044676,            0.061075,            0.019362,           0.0074854,           0.0074854,           0.0074854
                 510,            0.054654,            0.087582,            0.025293,             0.95694,             0.83202,             0.88312,             0.74558,            0.044673,            0.061065,            0.019361,           0.0074805,           0.0074805,           0.0074805
                 511,            0.054761,            0.088034,            0.025389,              0.9568,             0.83205,             0.88315,              0.7456,            0.044672,            0.061057,             0.01936,           0.0074755,           0.0074755,           0.0074755
                 512,            0.054689,            0.087409,            0.025361,             0.95654,             0.83214,             0.88316,             0.74555,            0.044671,            0.061051,            0.019359,           0.0074705,           0.0074705,           0.0074705
                 513,             0.05488,            0.088087,             0.02553,             0.95661,              0.8321,             0.88317,             0.74558,            0.044669,            0.061039,            0.019357,           0.0074656,           0.0074656,           0.0074656
                 514,            0.054823,            0.088464,            0.025306,             0.95662,             0.83212,              0.8832,              0.7456,             0.04467,            0.061045,            0.019356,           0.0074607,           0.0074607,           0.0074607
                 515,            0.054744,            0.088298,            0.025279,             0.95648,             0.83211,              0.8832,              0.7456,            0.044669,            0.061035,            0.019355,           0.0074557,           0.0074557,           0.0074557
                 516,            0.054757,            0.088044,            0.025378,             0.95642,             0.83224,             0.88321,             0.74557,            0.044668,            0.061024,            0.019355,           0.0074507,           0.0074507,           0.0074507
                 517,            0.054715,            0.088184,            0.025359,             0.95661,             0.83231,             0.88322,             0.74568,            0.044665,            0.061009,            0.019353,           0.0074458,           0.0074458,           0.0074458
                 518,            0.054837,            0.088286,            0.025462,               0.957,             0.83207,             0.88325,             0.74568,            0.044664,            0.061014,            0.019353,           0.0074408,           0.0074408,           0.0074408
                 519,              0.0546,            0.087297,            0.025247,             0.95709,             0.83202,             0.88325,             0.74568,            0.044664,             0.06101,            0.019352,           0.0074359,           0.0074359,           0.0074359
                 520,            0.054652,            0.087699,            0.025289,             0.95693,             0.83211,             0.88324,             0.74574,            0.044665,            0.061004,            0.019351,           0.0074309,           0.0074309,           0.0074309
                 521,             0.05473,             0.08762,            0.025353,             0.95697,              0.8321,             0.88324,             0.74576,             0.04466,            0.060993,             0.01935,            0.007426,            0.007426,            0.007426
                 522,            0.054663,            0.087422,            0.025258,             0.95695,             0.83204,              0.8832,             0.74584,            0.044659,            0.060993,            0.019349,           0.0074211,           0.0074211,           0.0074211
                 523,            0.054562,            0.086508,            0.025268,             0.95697,             0.83207,             0.88317,             0.74593,            0.044656,            0.060988,            0.019347,           0.0074161,           0.0074161,           0.0074161
                 524,            0.054656,            0.087921,            0.025304,             0.95691,              0.8321,             0.88319,             0.74599,            0.044654,            0.060986,            0.019346,           0.0074112,           0.0074112,           0.0074112
                 525,            0.054811,            0.088059,            0.025407,             0.95703,              0.8321,             0.88316,             0.74595,            0.044655,            0.060987,            0.019344,           0.0074062,           0.0074062,           0.0074062
                 526,            0.054805,            0.087613,            0.025367,             0.95695,             0.83209,             0.88323,             0.74599,            0.044654,            0.061008,            0.019344,           0.0074013,           0.0074013,           0.0074013
                 527,            0.054661,            0.087818,            0.025247,             0.95707,             0.83206,              0.8832,             0.74612,            0.044654,            0.061011,            0.019343,           0.0073963,           0.0073963,           0.0073963
                 528,            0.054868,            0.088726,            0.025418,              0.9572,             0.83206,             0.88322,             0.74616,            0.044651,            0.061002,            0.019342,           0.0073913,           0.0073913,           0.0073913
                 529,            0.054589,            0.087256,            0.025247,             0.95722,             0.83201,             0.88322,             0.74618,            0.044649,            0.061001,            0.019341,           0.0073864,           0.0073864,           0.0073864
                 530,            0.054641,            0.086966,            0.025295,             0.95692,             0.83215,             0.88319,             0.74623,            0.044649,            0.060989,            0.019341,           0.0073815,           0.0073815,           0.0073815
                 531,            0.054613,            0.087597,            0.025328,             0.95699,             0.83214,             0.88321,             0.74619,            0.044649,            0.060996,             0.01934,           0.0073765,           0.0073765,           0.0073765
                 532,            0.054773,            0.087667,            0.025433,             0.95696,             0.83208,             0.88314,             0.74621,            0.044645,            0.060979,            0.019339,           0.0073715,           0.0073715,           0.0073715
                 533,            0.054791,            0.088121,            0.025433,             0.95705,             0.83215,             0.88312,             0.74624,            0.044642,            0.060967,            0.019338,           0.0073666,           0.0073666,           0.0073666
                 534,            0.054679,            0.087901,            0.025326,             0.95686,             0.83231,              0.8831,             0.74618,            0.044642,            0.060967,            0.019337,           0.0073617,           0.0073617,           0.0073617
                 535,            0.054521,             0.08683,            0.025191,             0.95677,             0.83233,             0.88311,             0.74623,            0.044638,            0.060942,            0.019336,           0.0073567,           0.0073567,           0.0073567
                 536,            0.054655,            0.087286,            0.025258,             0.95735,             0.83204,             0.88312,             0.74638,            0.044633,             0.06094,            0.019334,           0.0073517,           0.0073517,           0.0073517
                 537,            0.054631,            0.086991,             0.02528,             0.95674,             0.83232,             0.88315,             0.74651,            0.044628,            0.060923,            0.019332,           0.0073468,           0.0073468,           0.0073468
                 538,            0.054715,            0.087566,            0.025319,             0.95739,             0.83202,             0.88315,              0.7465,            0.044626,            0.060901,            0.019331,           0.0073419,           0.0073419,           0.0073419
                 539,            0.054562,            0.087121,            0.025307,             0.95744,              0.8321,             0.88317,             0.74647,            0.044623,            0.060897,            0.019329,           0.0073369,           0.0073369,           0.0073369
                 540,            0.054588,            0.086985,            0.025269,             0.95735,             0.83219,              0.8832,             0.74656,            0.044622,            0.060888,            0.019328,           0.0073319,           0.0073319,           0.0073319
                 541,            0.054548,            0.087138,            0.025347,             0.95736,             0.83223,             0.88315,              0.7466,             0.04462,            0.060872,            0.019327,            0.007327,            0.007327,            0.007327
                 542,            0.054505,            0.087581,            0.025261,             0.95733,              0.8323,              0.8832,             0.74658,            0.044619,            0.060873,            0.019325,           0.0073221,           0.0073221,           0.0073221
                 543,            0.054698,            0.087031,            0.025321,             0.95744,             0.83229,              0.8832,             0.74658,            0.044616,             0.06086,            0.019324,           0.0073171,           0.0073171,           0.0073171
                 544,            0.054558,            0.086991,            0.025282,             0.95737,             0.83224,             0.88319,             0.74661,            0.044612,             0.06085,            0.019323,           0.0073121,           0.0073121,           0.0073121
                 545,            0.054631,            0.087685,            0.025291,              0.9574,             0.83224,             0.88319,             0.74665,            0.044611,            0.060852,            0.019322,           0.0073072,           0.0073072,           0.0073072
                 546,            0.054757,            0.087989,            0.025414,             0.95747,             0.83224,             0.88319,              0.7467,             0.04461,            0.060839,            0.019322,           0.0073023,           0.0073023,           0.0073023
                 547,             0.05474,            0.088126,             0.02547,             0.95744,             0.83233,             0.88322,             0.74662,            0.044609,            0.060842,             0.01932,           0.0072973,           0.0072973,           0.0072973
                 548,            0.054657,            0.086716,            0.025296,             0.95737,             0.83241,             0.88322,              0.7467,            0.044604,            0.060834,            0.019319,           0.0072923,           0.0072923,           0.0072923
                 549,            0.054494,            0.086865,            0.025283,             0.95738,             0.83246,             0.88325,             0.74674,            0.044602,             0.06083,            0.019317,           0.0072874,           0.0072874,           0.0072874
                 550,            0.054607,             0.08759,            0.025265,             0.95726,             0.83238,             0.88323,             0.74677,            0.044599,            0.060813,            0.019317,           0.0072825,           0.0072825,           0.0072825
                 551,            0.054523,            0.087346,            0.025154,             0.95722,             0.83249,              0.8832,             0.74688,            0.044598,            0.060818,            0.019316,           0.0072775,           0.0072775,           0.0072775
                 552,            0.054404,            0.086613,            0.025132,             0.95728,             0.83247,             0.88323,             0.74692,            0.044596,            0.060802,            0.019315,           0.0072725,           0.0072725,           0.0072725
                 553,            0.054522,            0.086111,            0.025298,             0.95719,             0.83247,             0.88322,             0.74697,            0.044592,            0.060793,            0.019314,           0.0072676,           0.0072676,           0.0072676
                 554,            0.054547,            0.087205,            0.025301,             0.95719,             0.83251,             0.88321,             0.74697,            0.044591,            0.060786,            0.019313,           0.0072627,           0.0072627,           0.0072627
                 555,            0.054815,            0.087952,            0.025455,             0.95722,             0.83255,             0.88317,             0.74698,            0.044592,            0.060796,            0.019312,           0.0072577,           0.0072577,           0.0072577
                 556,            0.054773,            0.088369,            0.025331,              0.9579,             0.83225,             0.88322,              0.7469,             0.04459,            0.060783,            0.019311,           0.0072527,           0.0072527,           0.0072527
                 557,            0.054451,            0.086691,            0.025251,             0.95786,             0.83231,             0.88322,             0.74694,            0.044587,            0.060779,            0.019309,           0.0072478,           0.0072478,           0.0072478
                 558,            0.054501,            0.086908,            0.025188,             0.95787,             0.83239,             0.88319,             0.74689,            0.044586,            0.060758,            0.019308,           0.0072429,           0.0072429,           0.0072429
                 559,            0.054468,            0.086908,            0.025187,              0.9579,             0.83237,             0.88317,              0.7469,            0.044581,            0.060754,            0.019307,           0.0072379,           0.0072379,           0.0072379
                 560,            0.054701,             0.08765,            0.025409,             0.95776,             0.83244,             0.88315,             0.74685,            0.044581,             0.06076,            0.019306,           0.0072329,           0.0072329,           0.0072329
                 561,            0.054692,             0.08774,            0.025409,             0.95786,             0.83241,             0.88315,             0.74692,             0.04458,            0.060756,            0.019305,            0.007228,            0.007228,            0.007228
                 562,            0.054535,            0.087736,            0.025252,             0.95786,             0.83255,             0.88319,             0.74705,            0.044578,            0.060751,            0.019304,           0.0072231,           0.0072231,           0.0072231
                 563,            0.054494,            0.087255,            0.025189,             0.95793,             0.83259,             0.88319,             0.74705,            0.044575,            0.060735,            0.019302,           0.0072181,           0.0072181,           0.0072181
                 564,            0.054517,            0.086181,            0.025228,             0.95789,             0.83254,              0.8832,             0.74715,            0.044571,            0.060714,            0.019302,           0.0072132,           0.0072132,           0.0072132
                 565,            0.054479,            0.086235,            0.025258,             0.95788,              0.8326,             0.88316,             0.74716,            0.044568,            0.060699,            0.019301,           0.0072082,           0.0072082,           0.0072082
                 566,            0.054366,            0.086677,            0.025147,             0.95778,             0.83256,              0.8832,              0.7473,            0.044565,            0.060684,              0.0193,           0.0072033,           0.0072033,           0.0072033
                 567,            0.054488,            0.087649,            0.025309,             0.95756,             0.83266,             0.88321,             0.74736,            0.044563,            0.060656,            0.019299,           0.0071983,           0.0071983,           0.0071983
                 568,             0.05466,            0.087745,            0.025363,             0.95762,             0.83271,             0.88318,              0.7473,            0.044564,            0.060663,            0.019298,           0.0071934,           0.0071934,           0.0071934
                 569,            0.054696,            0.088001,            0.025354,             0.95775,              0.8327,             0.88318,             0.74731,            0.044565,            0.060672,            0.019298,           0.0071884,           0.0071884,           0.0071884
                 570,            0.054565,            0.087488,            0.025224,             0.95778,             0.83265,             0.88315,              0.7473,            0.044565,            0.060676,            0.019297,           0.0071835,           0.0071835,           0.0071835
                 571,            0.054353,            0.086541,            0.025126,             0.95782,             0.83265,             0.88314,              0.7474,            0.044564,            0.060664,            0.019297,           0.0071785,           0.0071785,           0.0071785
                 572,            0.054415,            0.087028,            0.025176,               0.958,             0.83268,             0.88316,             0.74748,             0.04456,             0.06066,            0.019296,           0.0071736,           0.0071736,           0.0071736
                 573,            0.054532,            0.086513,            0.025341,             0.95801,             0.83267,             0.88316,             0.74738,            0.044556,            0.060649,            0.019294,           0.0071686,           0.0071686,           0.0071686
                 574,            0.054568,            0.088132,            0.025252,             0.95793,             0.83267,             0.88317,              0.7474,            0.044553,            0.060642,            0.019293,           0.0071637,           0.0071637,           0.0071637
                 575,            0.054524,            0.087109,            0.025285,             0.95851,             0.83236,             0.88313,             0.74743,            0.044551,            0.060635,            0.019292,           0.0071587,           0.0071587,           0.0071587
